client,image,label
client_0,ISIC_0061749.npy,1
client_0,ISIC_0067198.npy,2
client_0,ISIC_0058699.npy,2
client_0,ISIC_0071490.npy,3
client_0,ISIC_0062845.npy,2
client_0,ISIC_0067721.npy,2
client_0,ISIC_0068687.npy,4
client_0,ISIC_0064097.npy,1
client_0,ISIC_0054274.npy,0
client_0,ISIC_0067458.npy,0
client_0,ISIC_0066248.npy,2
client_0,ISIC_0061493.npy,5
client_0,ISIC_0063412.npy,1
client_0,ISIC_0063806.npy,2
client_0,ISIC_0060245.npy,1
client_0,ISIC_0060552.npy,1
client_0,ISIC_0058262.npy,1
client_0,ISIC_0061325.npy,1
client_0,ISIC_0068331.npy,0
client_0,ISIC_0064067.npy,3
client_0,ISIC_0065501.npy,1
client_0,ISIC_0068322.npy,2
client_0,ISIC_0067498.npy,1
client_0,ISIC_0063744.npy,1
client_0,ISIC_0072838.npy,1
client_0,ISIC_0069747.npy,0
client_0,ISIC_0067410.npy,1
client_0,ISIC_0068862.npy,2
client_0,ISIC_0062962.npy,2
client_0,ISIC_0053457.npy,7
client_0,ISIC_0064659.npy,1
client_0,ISIC_0070980.npy,4
client_0,ISIC_0067519.npy,3
client_0,ISIC_0059444.npy,0
client_0,ISIC_0062777.npy,1
client_0,ISIC_0058792.npy,0
client_0,ISIC_0068791.npy,2
client_0,ISIC_0061981.npy,1
client_0,ISIC_0063556.npy,1
client_0,ISIC_0054119.npy,1
client_0,ISIC_0059551.npy,0
client_0,ISIC_0067986.npy,1
client_0,ISIC_0054796.npy,0
client_0,ISIC_0064169.npy,7
client_0,ISIC_0071609.npy,3
client_0,ISIC_0069092.npy,2
client_0,ISIC_0072098.npy,4
client_0,ISIC_0071381.npy,2
client_0,ISIC_0066867.npy,0
client_0,ISIC_0070699.npy,1
client_0,ISIC_0064858.npy,1
client_0,ISIC_0063563.npy,2
client_0,ISIC_0055726.npy,1
client_0,ISIC_0056707.npy,1
client_0,ISIC_0069078.npy,1
client_0,ISIC_0056861.npy,1
client_0,ISIC_0064976.npy,4
client_0,ISIC_0065186.npy,0
client_0,ISIC_0061884.npy,0
client_0,ISIC_0054567.npy,2
client_0,ISIC_0060001.npy,1
client_0,ISIC_0058964.npy,2
client_0,ISIC_0067070.npy,2
client_0,ISIC_0064148.npy,2
client_0,ISIC_0064896.npy,4
client_0,ISIC_0071672.npy,2
client_0,ISIC_0069292.npy,0
client_0,ISIC_0065396.npy,0
client_0,ISIC_0056448.npy,0
client_0,ISIC_0062126.npy,4
client_0,ISIC_0063798.npy,3
client_0,ISIC_0067077.npy,1
client_0,ISIC_0068478.npy,1
client_0,ISIC_0065836.npy,1
client_0,ISIC_0068644.npy,2
client_0,ISIC_0068625.npy,1
client_0,ISIC_0069678.npy,1
client_0,ISIC_0063551.npy,0
client_0,ISIC_0068748.npy,1
client_0,ISIC_0054803.npy,1
client_0,ISIC_0068578.npy,0
client_0,ISIC_0066602.npy,4
client_0,ISIC_0055139.npy,1
client_0,ISIC_0061661.npy,2
client_0,ISIC_0071225.npy,4
client_0,ISIC_0065538.npy,3
client_0,ISIC_0071062.npy,3
client_0,ISIC_0057164.npy,0
client_0,ISIC_0059106.npy,2
client_0,ISIC_0057089.npy,0
client_0,ISIC_0057170.npy,2
client_0,ISIC_0067858.npy,1
client_0,ISIC_0072623.npy,2
client_0,ISIC_0062596.npy,0
client_0,ISIC_0062721.npy,0
client_0,ISIC_0068025.npy,2
client_0,ISIC_0061508.npy,0
client_0,ISIC_0053479.npy,0
client_0,ISIC_0068291.npy,0
client_0,ISIC_0059481.npy,0
client_0,ISIC_0059830.npy,0
client_0,ISIC_0073182.npy,1
client_0,ISIC_0069050.npy,1
client_0,ISIC_0071147.npy,2
client_0,ISIC_0061197.npy,7
client_0,ISIC_0058745.npy,2
client_0,ISIC_0065518.npy,0
client_0,ISIC_0058769.npy,3
client_0,ISIC_0066130.npy,1
client_0,ISIC_0064039.npy,1
client_0,ISIC_0064933.npy,0
client_0,ISIC_0057858.npy,1
client_0,ISIC_0071376.npy,1
client_0,ISIC_0055470.npy,1
client_0,ISIC_0054289.npy,0
client_0,ISIC_0064125.npy,1
client_0,ISIC_0069211.npy,3
client_0,ISIC_0054023.npy,1
client_0,ISIC_0058340.npy,1
client_0,ISIC_0064075.npy,2
client_0,ISIC_0072084.npy,2
client_0,ISIC_0064443.npy,2
client_0,ISIC_0068765.npy,1
client_0,ISIC_0072487.npy,2
client_0,ISIC_0058231.npy,1
client_0,ISIC_0061087.npy,1
client_0,ISIC_0064143.npy,7
client_0,ISIC_0055659.npy,0
client_0,ISIC_0067608.npy,4
client_0,ISIC_0062636.npy,0
client_0,ISIC_0058603.npy,1
client_0,ISIC_0064943.npy,0
client_0,ISIC_0055716.npy,2
client_0,ISIC_0066087.npy,1
client_0,ISIC_0068666.npy,7
client_0,ISIC_0072377.npy,0
client_0,ISIC_0067720.npy,2
client_0,ISIC_0058307.npy,0
client_0,ISIC_0072324.npy,1
client_0,ISIC_0058349.npy,2
client_0,ISIC_0061022.npy,2
client_0,ISIC_0064412.npy,1
client_0,ISIC_0067543.npy,0
client_0,ISIC_0059841.npy,4
client_0,ISIC_0071040.npy,0
client_0,ISIC_0069154.npy,0
client_0,ISIC_0060223.npy,2
client_0,ISIC_0055375.npy,2
client_0,ISIC_0069485.npy,2
client_0,ISIC_0068310.npy,0
client_0,ISIC_0070824.npy,2
client_0,ISIC_0069544.npy,3
client_0,ISIC_0065044.npy,2
client_0,ISIC_0058063.npy,0
client_0,ISIC_0055623.npy,0
client_0,ISIC_0057218.npy,0
client_0,ISIC_0059684.npy,0
client_0,ISIC_0062891.npy,0
client_0,ISIC_0056651.npy,1
client_0,ISIC_0071377.npy,2
client_0,ISIC_0070561.npy,0
client_0,ISIC_0072552.npy,1
client_0,ISIC_0069856.npy,2
client_0,ISIC_0072810.npy,2
client_0,ISIC_0068119.npy,0
client_0,ISIC_0072479.npy,6
client_0,ISIC_0059463.npy,4
client_0,ISIC_0066434.npy,1
client_0,ISIC_0056632.npy,0
client_0,ISIC_0055671.npy,2
client_0,ISIC_0066292.npy,2
client_0,ISIC_0061625.npy,0
client_0,ISIC_0053484.npy,4
client_0,ISIC_0053894.npy,1
client_0,ISIC_0070165.npy,2
client_0,ISIC_0064281.npy,0
client_0,ISIC_0053738.npy,3
client_0,ISIC_0054833.npy,4
client_0,ISIC_0070782.npy,1
client_0,ISIC_0063059.npy,2
client_0,ISIC_0063237.npy,4
client_0,ISIC_0069354.npy,4
client_0,ISIC_0059005.npy,0
client_0,ISIC_0058906.npy,1
client_0,ISIC_0063077.npy,0
client_0,ISIC_0064284.npy,1
client_0,ISIC_0064621.npy,6
client_0,ISIC_0072433.npy,2
client_0,ISIC_0065883.npy,0
client_0,ISIC_0054120.npy,2
client_0,ISIC_0054070.npy,0
client_0,ISIC_0068596.npy,4
client_0,ISIC_0058474.npy,2
client_0,ISIC_0068964.npy,1
client_0,ISIC_0056307.npy,5
client_0,ISIC_0054735.npy,2
client_0,ISIC_0059368.npy,1
client_0,ISIC_0072429.npy,0
client_0,ISIC_0062523.npy,0
client_0,ISIC_0060887.npy,1
client_0,ISIC_0071875.npy,0
client_0,ISIC_0059426.npy,2
client_0,ISIC_0073254.npy,4
client_0,ISIC_0062639.npy,0
client_0,ISIC_0064233.npy,2
client_0,ISIC_0058999.npy,0
client_0,ISIC_0056150.npy,7
client_0,ISIC_0062148.npy,4
client_0,ISIC_0073069.npy,1
client_0,ISIC_0070074.npy,0
client_0,ISIC_0054706.npy,1
client_0,ISIC_0067647.npy,3
client_0,ISIC_0062311.npy,1
client_0,ISIC_0066645.npy,6
client_0,ISIC_0066242.npy,1
client_0,ISIC_0061837.npy,1
client_0,ISIC_0072179.npy,1
client_0,ISIC_0062872.npy,1
client_0,ISIC_0063269.npy,2
client_0,ISIC_0055989.npy,3
client_0,ISIC_0064673.npy,0
client_0,ISIC_0070863.npy,7
client_0,ISIC_0053827.npy,0
client_0,ISIC_0061220.npy,2
client_0,ISIC_0072924.npy,0
client_0,ISIC_0069419.npy,7
client_0,ISIC_0063045.npy,3
client_0,ISIC_0073108.npy,4
client_0,ISIC_0073091.npy,2
client_0,ISIC_0070098.npy,1
client_0,ISIC_0062292.npy,1
client_0,ISIC_0072834.npy,4
client_0,ISIC_0055735.npy,2
client_0,ISIC_0055438.npy,0
client_0,ISIC_0057760.npy,1
client_0,ISIC_0059112.npy,1
client_0,ISIC_0071891.npy,0
client_0,ISIC_0056726.npy,0
client_0,ISIC_0066697.npy,2
client_0,ISIC_0054843.npy,2
client_0,ISIC_0064267.npy,7
client_0,ISIC_0058324.npy,3
client_0,ISIC_0068750.npy,1
client_0,ISIC_0069228.npy,2
client_0,ISIC_0072859.npy,2
client_0,ISIC_0071630.npy,1
client_0,ISIC_0060950.npy,2
client_0,ISIC_0062128.npy,1
client_0,ISIC_0055006.npy,1
client_0,ISIC_0072127.npy,2
client_0,ISIC_0064808.npy,1
client_0,ISIC_0058272.npy,1
client_0,ISIC_0067663.npy,7
client_0,ISIC_0069590.npy,1
client_0,ISIC_0058532.npy,4
client_0,ISIC_0057587.npy,2
client_0,ISIC_0067529.npy,2
client_0,ISIC_0069370.npy,0
client_0,ISIC_0063195.npy,2
client_0,ISIC_0062052.npy,2
client_0,ISIC_0062480.npy,2
client_0,ISIC_0062345.npy,3
client_0,ISIC_0071692.npy,2
client_0,ISIC_0057518.npy,0
client_0,ISIC_0072918.npy,1
client_0,ISIC_0069145.npy,4
client_0,ISIC_0070966.npy,2
client_0,ISIC_0059231.npy,2
client_0,ISIC_0063411.npy,1
client_0,ISIC_0053563.npy,3
client_0,ISIC_0060470.npy,4
client_0,ISIC_0068033.npy,2
client_0,ISIC_0072320.npy,1
client_0,ISIC_0056916.npy,2
client_0,ISIC_0055222.npy,1
client_0,ISIC_0069312.npy,4
client_0,ISIC_0057259.npy,1
client_0,ISIC_0072015.npy,1
client_0,ISIC_0067626.npy,7
client_0,ISIC_0056203.npy,1
client_0,ISIC_0061860.npy,1
client_0,ISIC_0063015.npy,1
client_0,ISIC_0065537.npy,0
client_0,ISIC_0057068.npy,4
client_0,ISIC_0068945.npy,1
client_0,ISIC_0072081.npy,1
client_0,ISIC_0072329.npy,1
client_0,ISIC_0057635.npy,4
client_0,ISIC_0061410.npy,3
client_0,ISIC_0056736.npy,1
client_0,ISIC_0066441.npy,2
client_0,ISIC_0068544.npy,1
client_0,ISIC_0065481.npy,2
client_0,ISIC_0053862.npy,6
client_0,ISIC_0070577.npy,1
client_0,ISIC_0057429.npy,1
client_0,ISIC_0054995.npy,0
client_0,ISIC_0071119.npy,0
client_0,ISIC_0068255.npy,0
client_0,ISIC_0056038.npy,1
client_0,ISIC_0068198.npy,1
client_0,ISIC_0059334.npy,2
client_0,ISIC_0063425.npy,0
client_0,ISIC_0055825.npy,0
client_0,ISIC_0061555.npy,2
client_0,ISIC_0065577.npy,0
client_0,ISIC_0072041.npy,0
client_0,ISIC_0062911.npy,1
client_0,ISIC_0066337.npy,2
client_0,ISIC_0062417.npy,1
client_0,ISIC_0063007.npy,2
client_0,ISIC_0059668.npy,0
client_0,ISIC_0059567.npy,1
client_0,ISIC_0064018.npy,2
client_0,ISIC_0072666.npy,2
client_0,ISIC_0068576.npy,0
client_0,ISIC_0071091.npy,1
client_0,ISIC_0066377.npy,7
client_0,ISIC_0057404.npy,2
client_0,ISIC_0072660.npy,2
client_0,ISIC_0056477.npy,2
client_0,ISIC_0057940.npy,1
client_0,ISIC_0070955.npy,1
client_0,ISIC_0070661.npy,2
client_0,ISIC_0056178.npy,1
client_0,ISIC_0068729.npy,7
client_0,ISIC_0063201.npy,4
client_0,ISIC_0059486.npy,0
client_0,ISIC_0069604.npy,2
client_0,ISIC_0067940.npy,2
client_0,ISIC_0066476.npy,0
client_0,ISIC_0056220.npy,2
client_0,ISIC_0056275.npy,1
client_0,ISIC_0063835.npy,1
client_0,ISIC_0072412.npy,1
client_0,ISIC_0058119.npy,3
client_0,ISIC_0058222.npy,2
client_0,ISIC_0059522.npy,1
client_0,ISIC_0071958.npy,2
client_0,ISIC_0060454.npy,1
client_0,ISIC_0068186.npy,2
client_0,ISIC_0067842.npy,1
client_0,ISIC_0065766.npy,0
client_0,ISIC_0065174.npy,2
client_0,ISIC_0065960.npy,3
client_0,ISIC_0067071.npy,1
client_0,ISIC_0058353.npy,1
client_0,ISIC_0064328.npy,0
client_0,ISIC_0064785.npy,0
client_0,ISIC_0064030.npy,2
client_0,ISIC_0058698.npy,2
client_0,ISIC_0057877.npy,1
client_0,ISIC_0065854.npy,1
client_0,ISIC_0059015.npy,2
client_0,ISIC_0055340.npy,0
client_0,ISIC_0060204.npy,4
client_0,ISIC_0059436.npy,1
client_0,ISIC_0064788.npy,2
client_0,ISIC_0055403.npy,0
client_0,ISIC_0072665.npy,4
client_0,ISIC_0057241.npy,1
client_0,ISIC_0064783.npy,0
client_0,ISIC_0064452.npy,2
client_0,ISIC_0071602.npy,1
client_0,ISIC_0058236.npy,1
client_0,ISIC_0059671.npy,0
client_0,ISIC_0059855.npy,0
client_0,ISIC_0067729.npy,1
client_0,ISIC_0072852.npy,2
client_0,ISIC_0069283.npy,3
client_0,ISIC_0066289.npy,0
client_0,ISIC_0053514.npy,2
client_0,ISIC_0068246.npy,1
client_0,ISIC_0053871.npy,1
client_0,ISIC_0057313.npy,0
client_0,ISIC_0066356.npy,1
client_0,ISIC_0071877.npy,1
client_0,ISIC_0062861.npy,1
client_0,ISIC_0068010.npy,1
client_0,ISIC_0059386.npy,0
client_0,ISIC_0059979.npy,1
client_0,ISIC_0054626.npy,0
client_0,ISIC_0066890.npy,2
client_0,ISIC_0059136.npy,1
client_0,ISIC_0070235.npy,0
client_0,ISIC_0066021.npy,4
client_0,ISIC_0057145.npy,3
client_0,ISIC_0071015.npy,3
client_0,ISIC_0067757.npy,0
client_0,ISIC_0065422.npy,2
client_0,ISIC_0055313.npy,2
client_0,ISIC_0061533.npy,0
client_0,ISIC_0069056.npy,1
client_0,ISIC_0056313.npy,1
client_0,ISIC_0072114.npy,7
client_0,ISIC_0054955.npy,1
client_0,ISIC_0067411.npy,4
client_0,ISIC_0070904.npy,6
client_0,ISIC_0055099.npy,3
client_0,ISIC_0057198.npy,7
client_0,ISIC_0063849.npy,4
client_0,ISIC_0057161.npy,2
client_0,ISIC_0058432.npy,0
client_0,ISIC_0053595.npy,3
client_0,ISIC_0071901.npy,0
client_0,ISIC_0067484.npy,1
client_0,ISIC_0068942.npy,1
client_0,ISIC_0060696.npy,0
client_0,ISIC_0070421.npy,7
client_0,ISIC_0063168.npy,0
client_0,ISIC_0063611.npy,1
client_0,ISIC_0065790.npy,2
client_0,ISIC_0069148.npy,0
client_0,ISIC_0068555.npy,0
client_0,ISIC_0064286.npy,2
client_0,ISIC_0069593.npy,0
client_0,ISIC_0063264.npy,0
client_0,ISIC_0070993.npy,3
client_0,ISIC_0062632.npy,0
client_0,ISIC_0058327.npy,7
client_0,ISIC_0070120.npy,0
client_0,ISIC_0067210.npy,0
client_0,ISIC_0069802.npy,3
client_0,ISIC_0069167.npy,0
client_0,ISIC_0061061.npy,1
client_0,ISIC_0067012.npy,1
client_0,ISIC_0069611.npy,1
client_0,ISIC_0063493.npy,0
client_0,ISIC_0068845.npy,3
client_0,ISIC_0055435.npy,1
client_0,ISIC_0066657.npy,2
client_0,ISIC_0072653.npy,0
client_0,ISIC_0055264.npy,0
client_0,ISIC_0064734.npy,2
client_0,ISIC_0060990.npy,2
client_0,ISIC_0073122.npy,2
client_0,ISIC_0054652.npy,1
client_0,ISIC_0060962.npy,0
client_0,ISIC_0068126.npy,1
client_0,ISIC_0060656.npy,0
client_0,ISIC_0060975.npy,0
client_0,ISIC_0062331.npy,1
client_0,ISIC_0058889.npy,1
client_0,ISIC_0068179.npy,1
client_0,ISIC_0072675.npy,1
client_0,ISIC_0072408.npy,1
client_0,ISIC_0065619.npy,1
client_0,ISIC_0054515.npy,7
client_0,ISIC_0069794.npy,2
client_0,ISIC_0062150.npy,2
client_0,ISIC_0059069.npy,0
client_0,ISIC_0055963.npy,2
client_0,ISIC_0069023.npy,2
client_0,ISIC_0069574.npy,2
client_0,ISIC_0062940.npy,3
client_0,ISIC_0069652.npy,2
client_0,ISIC_0073002.npy,2
client_0,ISIC_0064210.npy,2
client_0,ISIC_0061730.npy,3
client_0,ISIC_0059932.npy,4
client_0,ISIC_0065523.npy,0
client_0,ISIC_0065758.npy,3
client_0,ISIC_0068887.npy,1
client_0,ISIC_0065648.npy,2
client_0,ISIC_0058482.npy,2
client_0,ISIC_0072785.npy,0
client_0,ISIC_0068219.npy,4
client_0,ISIC_0065808.npy,1
client_0,ISIC_0067408.npy,4
client_0,ISIC_0067695.npy,0
client_0,ISIC_0069525.npy,2
client_0,ISIC_0056167.npy,0
client_0,ISIC_0063765.npy,1
client_0,ISIC_0066426.npy,0
client_0,ISIC_0058072.npy,1
client_0,ISIC_0066105.npy,0
client_0,ISIC_0054582.npy,1
client_0,ISIC_0069666.npy,1
client_0,ISIC_0056479.npy,0
client_0,ISIC_0073244.npy,1
client_0,ISIC_0057394.npy,1
client_0,ISIC_0059852.npy,3
client_0,ISIC_0062320.npy,1
client_0,ISIC_0055075.npy,2
client_0,ISIC_0064663.npy,1
client_0,ISIC_0071913.npy,0
client_0,ISIC_0061343.npy,1
client_0,ISIC_0058508.npy,0
client_0,ISIC_0072716.npy,3
client_0,ISIC_0071150.npy,2
client_0,ISIC_0069658.npy,4
client_0,ISIC_0071530.npy,4
client_0,ISIC_0065888.npy,7
client_0,ISIC_0066250.npy,2
client_0,ISIC_0064139.npy,1
client_0,ISIC_0064422.npy,2
client_0,ISIC_0059187.npy,1
client_0,ISIC_0056960.npy,1
client_0,ISIC_0070800.npy,1
client_0,ISIC_0059248.npy,0
client_0,ISIC_0069817.npy,1
client_0,ISIC_0069761.npy,1
client_0,ISIC_0054443.npy,2
client_0,ISIC_0072170.npy,1
client_0,ISIC_0060078.npy,3
client_0,ISIC_0066684.npy,3
client_0,ISIC_0071162.npy,1
client_0,ISIC_0065713.npy,1
client_0,ISIC_0055509.npy,2
client_0,ISIC_0058128.npy,2
client_0,ISIC_0069956.npy,2
client_0,ISIC_0058043.npy,2
client_0,ISIC_0055034.npy,1
client_0,ISIC_0054234.npy,4
client_0,ISIC_0053474.npy,2
client_0,ISIC_0067094.npy,1
client_0,ISIC_0053715.npy,7
client_0,ISIC_0068432.npy,1
client_0,ISIC_0060191.npy,2
client_0,ISIC_0065806.npy,0
client_0,ISIC_0056998.npy,0
client_0,ISIC_0072016.npy,1
client_0,ISIC_0057901.npy,2
client_0,ISIC_0057178.npy,1
client_0,ISIC_0071757.npy,2
client_0,ISIC_0064570.npy,2
client_0,ISIC_0064622.npy,2
client_0,ISIC_0068305.npy,1
client_0,ISIC_0059255.npy,2
client_0,ISIC_0069120.npy,3
client_0,ISIC_0065720.npy,0
client_0,ISIC_0065701.npy,4
client_0,ISIC_0064725.npy,2
client_0,ISIC_0057419.npy,1
client_0,ISIC_0060744.npy,0
client_0,ISIC_0054273.npy,1
client_0,ISIC_0054689.npy,3
client_0,ISIC_0055085.npy,4
client_0,ISIC_0072854.npy,3
client_0,ISIC_0056714.npy,2
client_0,ISIC_0067747.npy,0
client_0,ISIC_0056752.npy,0
client_0,ISIC_0056921.npy,0
client_0,ISIC_0059465.npy,1
client_0,ISIC_0056293.npy,2
client_0,ISIC_0060732.npy,1
client_0,ISIC_0064370.npy,1
client_0,ISIC_0064930.npy,5
client_0,ISIC_0066363.npy,2
client_0,ISIC_0067924.npy,1
client_0,ISIC_0063378.npy,1
client_0,ISIC_0070834.npy,1
client_0,ISIC_0071814.npy,1
client_0,ISIC_0066261.npy,1
client_0,ISIC_0066240.npy,0
client_0,ISIC_0059039.npy,1
client_0,ISIC_0055779.npy,2
client_0,ISIC_0070151.npy,2
client_0,ISIC_0061648.npy,1
client_0,ISIC_0054069.npy,1
client_0,ISIC_0063803.npy,2
client_0,ISIC_0061454.npy,0
client_0,ISIC_0061560.npy,1
client_0,ISIC_0065841.npy,1
client_0,ISIC_0065120.npy,3
client_0,ISIC_0062568.npy,7
client_0,ISIC_0054352.npy,1
client_0,ISIC_0065415.npy,4
client_0,ISIC_0058430.npy,1
client_0,ISIC_0058625.npy,0
client_0,ISIC_0059116.npy,2
client_0,ISIC_0060588.npy,2
client_0,ISIC_0072152.npy,3
client_0,ISIC_0063444.npy,1
client_0,ISIC_0056193.npy,4
client_0,ISIC_0065043.npy,1
client_0,ISIC_0065732.npy,1
client_0,ISIC_0053983.npy,1
client_0,ISIC_0063784.npy,1
client_0,ISIC_0056923.npy,1
client_0,ISIC_0064305.npy,2
client_0,ISIC_0064626.npy,2
client_0,ISIC_0054956.npy,1
client_0,ISIC_0054650.npy,1
client_0,ISIC_0070142.npy,1
client_0,ISIC_0062173.npy,1
client_0,ISIC_0062375.npy,1
client_0,ISIC_0065469.npy,0
client_0,ISIC_0068115.npy,0
client_0,ISIC_0054568.npy,0
client_0,ISIC_0070273.npy,2
client_0,ISIC_0064041.npy,4
client_0,ISIC_0054373.npy,1
client_0,ISIC_0072741.npy,3
client_0,ISIC_0071558.npy,0
client_0,ISIC_0056550.npy,2
client_0,ISIC_0058027.npy,1
client_0,ISIC_0068176.npy,0
client_0,ISIC_0072581.npy,2
client_0,ISIC_0056522.npy,7
client_0,ISIC_0063536.npy,3
client_0,ISIC_0056679.npy,1
client_0,ISIC_0062470.npy,1
client_0,ISIC_0066053.npy,1
client_0,ISIC_0057354.npy,1
client_0,ISIC_0057611.npy,0
client_0,ISIC_0058651.npy,2
client_0,ISIC_0056965.npy,2
client_0,ISIC_0071709.npy,2
client_0,ISIC_0057975.npy,1
client_0,ISIC_0054197.npy,1
client_0,ISIC_0071740.npy,0
client_0,ISIC_0067730.npy,2
client_0,ISIC_0059134.npy,2
client_0,ISIC_0058183.npy,1
client_0,ISIC_0054905.npy,2
client_0,ISIC_0059493.npy,0
client_0,ISIC_0072506.npy,2
client_0,ISIC_0057810.npy,1
client_0,ISIC_0069263.npy,4
client_0,ISIC_0069027.npy,3
client_0,ISIC_0062601.npy,2
client_0,ISIC_0072662.npy,2
client_0,ISIC_0071550.npy,0
client_0,ISIC_0059434.npy,1
client_0,ISIC_0068756.npy,7
client_0,ISIC_0070618.npy,4
client_0,ISIC_0055741.npy,0
client_0,ISIC_0057464.npy,1
client_0,ISIC_0063335.npy,3
client_0,ISIC_0063931.npy,2
client_0,ISIC_0062124.npy,4
client_0,ISIC_0070838.npy,4
client_0,ISIC_0067153.npy,3
client_0,ISIC_0059789.npy,3
client_0,ISIC_0061580.npy,0
client_0,ISIC_0065178.npy,2
client_0,ISIC_0061322.npy,7
client_0,ISIC_0061868.npy,1
client_0,ISIC_0068131.npy,1
client_0,ISIC_0070729.npy,1
client_0,ISIC_0065360.npy,0
client_0,ISIC_0067180.npy,3
client_0,ISIC_0064602.npy,1
client_0,ISIC_0063524.npy,1
client_0,ISIC_0059760.npy,4
client_0,ISIC_0071042.npy,1
client_0,ISIC_0058251.npy,1
client_0,ISIC_0065232.npy,4
client_0,ISIC_0062008.npy,1
client_0,ISIC_0061975.npy,1
client_0,ISIC_0062935.npy,0
client_0,ISIC_0061099.npy,7
client_0,ISIC_0063400.npy,2
client_0,ISIC_0063290.npy,2
client_0,ISIC_0060794.npy,1
client_0,ISIC_0063681.npy,1
client_0,ISIC_0065600.npy,1
client_0,ISIC_0061940.npy,1
client_0,ISIC_0071654.npy,1
client_0,ISIC_0061483.npy,2
client_0,ISIC_0063056.npy,0
client_0,ISIC_0055762.npy,2
client_0,ISIC_0064975.npy,2
client_0,ISIC_0066126.npy,4
client_0,ISIC_0072572.npy,3
client_0,ISIC_0057871.npy,1
client_0,ISIC_0064533.npy,1
client_0,ISIC_0071801.npy,4
client_0,ISIC_0063528.npy,0
client_0,ISIC_0069686.npy,1
client_0,ISIC_0056354.npy,1
client_0,ISIC_0064939.npy,2
client_0,ISIC_0054556.npy,3
client_0,ISIC_0068252.npy,0
client_0,ISIC_0065052.npy,3
client_0,ISIC_0069839.npy,1
client_0,ISIC_0056733.npy,1
client_0,ISIC_0058476.npy,2
client_0,ISIC_0065277.npy,1
client_0,ISIC_0071410.npy,1
client_0,ISIC_0067595.npy,2
client_0,ISIC_0055639.npy,3
client_0,ISIC_0072018.npy,3
client_0,ISIC_0057121.npy,7
client_0,ISIC_0057150.npy,1
client_0,ISIC_0068740.npy,1
client_0,ISIC_0060680.npy,2
client_0,ISIC_0065301.npy,3
client_0,ISIC_0068966.npy,0
client_0,ISIC_0063039.npy,5
client_0,ISIC_0066634.npy,4
client_0,ISIC_0066520.npy,0
client_0,ISIC_0067468.npy,3
client_0,ISIC_0070319.npy,2
client_0,ISIC_0070300.npy,4
client_0,ISIC_0055048.npy,0
client_0,ISIC_0054745.npy,2
client_0,ISIC_0070774.npy,1
client_0,ISIC_0069798.npy,1
client_0,ISIC_0055223.npy,2
client_0,ISIC_0058448.npy,0
client_0,ISIC_0065470.npy,3
client_0,ISIC_0069414.npy,1
client_0,ISIC_0068856.npy,2
client_0,ISIC_0063754.npy,2
client_0,ISIC_0069388.npy,7
client_0,ISIC_0054280.npy,1
client_0,ISIC_0062301.npy,0
client_0,ISIC_0065143.npy,2
client_0,ISIC_0063297.npy,7
client_0,ISIC_0061999.npy,2
client_0,ISIC_0064248.npy,2
client_0,ISIC_0062683.npy,2
client_0,ISIC_0065558.npy,1
client_0,ISIC_0054840.npy,4
client_0,ISIC_0068427.npy,0
client_0,ISIC_0062733.npy,2
client_0,ISIC_0062330.npy,1
client_0,ISIC_0069849.npy,4
client_0,ISIC_0064238.npy,2
client_0,ISIC_0058715.npy,1
client_0,ISIC_0054398.npy,1
client_0,ISIC_0066006.npy,3
client_0,ISIC_0070937.npy,1
client_0,ISIC_0066913.npy,3
client_0,ISIC_0069380.npy,0
client_0,ISIC_0068051.npy,0
client_0,ISIC_0071543.npy,6
client_0,ISIC_0069571.npy,1
client_0,ISIC_0059421.npy,0
client_0,ISIC_0068918.npy,0
client_0,ISIC_0057845.npy,0
client_0,ISIC_0070917.npy,4
client_0,ISIC_0058824.npy,1
client_0,ISIC_0068143.npy,0
client_0,ISIC_0059473.npy,0
client_0,ISIC_0065796.npy,1
client_0,ISIC_0056132.npy,4
client_0,ISIC_0071386.npy,1
client_0,ISIC_0054936.npy,0
client_0,ISIC_0060590.npy,2
client_0,ISIC_0055673.npy,2
client_0,ISIC_0063631.npy,7
client_0,ISIC_0053661.npy,4
client_0,ISIC_0064240.npy,0
client_0,ISIC_0055176.npy,3
client_0,ISIC_0053934.npy,2
client_0,ISIC_0064969.npy,3
client_0,ISIC_0066306.npy,3
client_0,ISIC_0059627.npy,2
client_0,ISIC_0072988.npy,2
client_0,ISIC_0057412.npy,0
client_0,ISIC_0058135.npy,0
client_0,ISIC_0071000.npy,0
client_0,ISIC_0062973.npy,1
client_0,ISIC_0064459.npy,2
client_0,ISIC_0065969.npy,0
client_0,ISIC_0054226.npy,0
client_0,ISIC_0060880.npy,2
client_0,ISIC_0067554.npy,2
client_0,ISIC_0062503.npy,1
client_0,ISIC_0068631.npy,1
client_0,ISIC_0064145.npy,1
client_0,ISIC_0068240.npy,2
client_0,ISIC_0060720.npy,4
client_0,ISIC_0055954.npy,0
client_0,ISIC_0062713.npy,0
client_0,ISIC_0055426.npy,1
client_0,ISIC_0072505.npy,2
client_0,ISIC_0055053.npy,1
client_0,ISIC_0063167.npy,2
client_0,ISIC_0069582.npy,2
client_0,ISIC_0071068.npy,1
client_0,ISIC_0059762.npy,1
client_0,ISIC_0056095.npy,2
client_0,ISIC_0069622.npy,0
